,context_segment_text,page_level_lookup_index,batch
3653,Ett skal till en iPhone får inte läggas upp i kategorin för iPhone-telefoner,319,14
3654,Exempel på tillåtet kategorival,319,14
3655,En dalahäst som läggs upp i kategorin för dalahästar,319,14
3656,En MacBook som läggs upp i kategorin för Apple – Bärbara datorer,319,14
3657,En fiskelina som läggs upp i kategorin för fiskelinor,319,14
3658,Wrong category - Tradera,320,14
3659,Wrong category,320,14
3660,Listings should be placed in the appropriate category,320,14
3661,When an item is in the wrong category it decreases the accuracy of searches and makes it harder to find what your looking for. Tradera can move an item if we think it´s in the wrong category. ,320,14
3662,A spare part for a car should not be put in the category for cars,320,14
3663,"A gold plated item should not be listed in the category ""Gold""",320,14
3664,A cellphone casing is not allowed to be listed in the cellphone category,320,14
3665,A toy horse listed in the toy category,320,14
3666,A MacBook listed in the Apple – laptop category,320,14
3667,A fishing line listed in the category for fishing lines,320,14
3668,Forkert kategori - Tradera,321,14
3669,Forkert kategori,321,14
3670,Annoncer skal placeres i den rigtige kategori,321,14
3671,"Når en vare er i den forkerte kategori, så mindsker det nøjagtigheden af søgningerne og gør det sværere at finde det, du leder efter. Tradera kan flytte en vare, hvis vi mener, at den er i den forkerte kategori.",321,14
3672,En reservedel til en bil skal ikke være i “Bil”-kategorien,321,14
3673,En forgyldt vare skal ikke være i “Guld”-kategorien ,321,14
3674,Et telefoncover må ikke annonceres i telefonkategorien,321,14
3675,En legetøjshest i legetøjskategorien,321,14
3676,En MacBook i kategorien “Apple – bærbar”,321,14
3677,En fiskestang i kategorien med fiskestænger,321,14
3678,Frakt och avgifter - Tradera,322,14
3679,Fraktkostnaden för objektet behöver vara uträknad på förhand och angiven i annonsens ruta för frakt. Det finns begränsningar kring vilka avgifter en säljare får debitera en köpare.,322,14
3680,"Denna regel hjälper köparna att förstå den totala kostnaden för ett objekt. Att ha rimliga och förutbestämda fraktkostnader ger bra förutsättningar för en lyckad försäljning. Oväntade avgifter som läggs på i efterhand leder ofta till att köpare blir missnöjd. Säljare får debitera rimliga fraktkostnader, inklusive porto, emballage och hanteringsavgift. Tradera reglerar inte exakt vad en säljare får eller inte får debitera, men vi tar hänsyn till anmälningar som inkommer från köpare. Samtliga avgifter ska anges i den totala fraktkostnaden.",322,14
3681,Exempel på otillåtna fraktalternativ,322,14
3682,"Att erbjuda andra, eller friskriva sig ifrån vissa betalningsalternativ som ingår i Traderabetalning.",322,14
3683,Att använda sig av fraktavgiften eller andra metoder i syfte att undvika eller kringgå Traderas avgifter,322,14
3684,Att ange en annan avgift för frakt/emballage i objektsbeskrivningen än den som är angiven i annonsens ruta för fraktkostnad,322,14
3685,Att ta ut påminnelseavgift för obetalda objekt som privatsäljare,322,14
3686,"Att som företag friskriva sig från konsumentköplagen, t ex: ”Jag ansvarar inte för postens slarv”",322,14
3687,Att debitera köparen extra avgifter vid betalning med t ex PayPal,322,14
3688,Det är inte tillåtet att skriva ut ett lägsta försäljningspris i objektsbeskrivning om inte tillvalet reservationspris är valt,322,14
3689,Exempel på tillåtna fraktalternativ,322,14
3690,Att ange den totala och slutgiltiga fraktkostnaden i fraktrutan,322,14
3691,Att specificera att fraktkostnaden består av eventuell emballage och hanteringsavgift i beskrivningen,322,14
3692,Att använda sig av reservationspris som tillval och använda det som sitt lägsta försäljningspris,322,14
3693,Att utförligt i objektsbeskrivningen informera om extra kostnader för emballage,322,14
3694,Att enbart använda sig av säkra betalsätt i de annonser där det endast finns som alternativ på säljsidan,322,14
3695,Freight and shipping fees - Tradera,323,14
3696,Freight and shipping fees,323,14
3697,Shipping fees must be specified in the listing in the correct field. There are limits of how much you as a seller are allowed to charge in shipping fees.,323,14
3698,"This rule is for the transparency of the final price for the buyer. To have a reasonable and fixed shipping cost is a great way to increase the odds of getting your item sold. Sellers are allowed to add costs for shipping materials and handling within reason. Tradera won't regulate shipping costs, but we will investigate reports of misconduct.",323,14
3699,Examples of prohibited shipping options,323,14
3700,Refusing to accept payment methods that are in the listing to avoid buyer protection,323,14
3701,To use freight costs or other methods to avoid Tradera's fees,323,14
3702,To have a different cost for shipping and materials in the description than the one in the shipping box in the listing,323,14
3703,To charge reminder fees for unpaid items as a regular seller,323,14
3704,"To avoid or claim not to adhere to ""konsumentköpslagen"" as a business ""I can't be held responsible for the freight companies' errors""",323,14
3705,To charge extra when receiving a PayPal payment,323,14
3706,"Having a lowest selling price in the listing if you don't have the add-on service ""Reserved price"" is not allowed",323,14
3707,Allowed shipping options,323,14
3708,To list a total freight amount in the correct box,323,14
3709,To specify if parts of the cost of shipping is for material and handling. ,323,14
3710,To use reserved price as an add-on,323,14
3711,To specify which shipping materials you pay for,323,14
3712,To only use integrated payment options.,323,14
3713,Fragt- og forsendelsesomkostninge - Tradera,324,14
3714,Fragt- og forsendelsesomkostninge,324,14
3715,"Forsendelsesomkostninger skal være angivet i annoncen i det korrekte felt. Der er en grænse for, hvor meget du som sælger må opkræve i forsendelsesomkostninger",324,14
3716,"Denne regel er for at sikre gennemsigtigheden af den endelige pris for køberen. At have en rimelig og fast forsendelsespris er en god måde at få bedre mulighed for at få din vare solgt. Sælgere må, indenfor rimelighedens grænser, tilføje omkostninger for forsendelsesmaterialer. Tradera vil ikke regulere forsendelsesomkostninger, men vi vil undersøge rapporter om misbrug.",324,14
3717,Eksempler på forbudte forsendelsesmuligheder,324,14
3718,"At ikke acceptere de betalingsmuligheder, der er i annoncen, med det formål at omgå køberbeskyttelse",324,14
3719,At bruge fragtomkostninger eller andre metoder til at undgå Traderas afgifter,324,14
3720,At have én pris for forsendelse og forsendelsesmaterialer i beskrivelsen og en anden i annoncens forsendelsesfelt,324,14
3721,"At opkræve påmindelsesafgiter for ubetalte varer, når du er en sælger",324,14
3722,At opkræve mere ved PayPal-betaling,324,14
3723,"Det er ikke tilladt at have et mindstebeløb i din annonce, hvis du ikke har tilføjelsen ”Reservationspris” i din annonce",324,14
3724,Tilladte forsendelsesmuligheder,324,14
3725,At angive de samlede fragtomkostninger i det rigtige felt,324,14
3726,"At tydeliggøre, hvis dele af forsendelsesomkostningerne er for materialer og administration",324,14
3727,At bruge reservationspris som en tilføjelse i annoncen,324,14
3728,"At tydeliggøre hvilke forsendelsesmaterialer, der betales for",324,14
3729,At udelukkende bruge integrerede betalingsmuligheder,324,14
3730,Förhandsförsäljning och dropshipping - Tradera,325,14
3731,För att få sälja en annons på Tradera behöver varan finnas i säljarens ägo.,325,14
3732,"Förhandsförsäljning eller så kallad dropshipping innebär att en säljare lägger ut en annons som man vid tillfället inte har i sin ägo. Ofta rör det sig om att man lägger ut en annons och efter köpet beställer varan från en återförsäljare, direkt till köparens adress. Anledningen till att vi har bestämmelser kring förhandsförsäljning är för att risken till missnöje och uteblivna leveranser ökar.",325,14
3733,Exempel på vad som är otillåtet att göra,325,14
3734,Att sälja objekt som du beställer in i efterhand (så kallad dropshipping),325,14
3735,"Att sälja t ex en film, ett spel eller musik innan det officiella lanseringsdatumet",325,14
3736,Att erbjuda förhandsbokningar av ett objekt,325,14
3737,Att skicka varor från ett lager utanför EU till en köpare inom EU (gäller endast företagssäljare),325,14
3738,Exempel på vad som är tillåtet att göra,325,14
3739,Att sälja ett objekt som du äger eller som finns,325,14
3740,"Att sälja t ex en film, ett spel eller musik innan det officiella lanseringsdatumet har varit internationellt men inte i Sverige",325,14
3741,Presale and dropshipping - Tradera,326,14
3742,Presale and dropshipping,326,14
3743,To sell at Tradera the item must be in your possession,326,14
3744,Presale and dropshipping means that the seller doesn't have the item that they are selling. We have prohibited these types of sales since it increases delivery times and buyers not getting what they paid for. ,326,14
3745,Dropshipping - selling objects not in your possession,326,14
3746,"Selling movies, games or music before the official release date",326,14
3747,Presale of items,326,14
3748,To send items from a location outside of the EU to a buyer inside the EU (only applies to business sellers),326,14
3749,Selling items in your possession,326,14
3750,"Selling a movie, game or music before the official release date in Sweden as long as its past the international release date",326,14
3751,Forsalg og drop shipping - Tradera,327,14
3752,Varen skal være i din besiddelse ved salg på Tradera,327,14
3753,"Forsalg og drop shipping betyder, at sælgeren ikke har den vare, der er til salg. Vi har begrænset disse salgstyper, eftersom de forlænger leveringstiden og er skyld i, at kunden ikke får det, som vedkommende har betalt for. ",327,14
3754,"Eksempler på, hvad der er forbudt",327,14
3755,"Drop shipping – at sælge varer, der ikke er i din besiddelse",327,14
3756,"At sælge film, spil eller musik inden den officielle udgivelsesdato",327,14
3757,Forsalg af varer,327,14
3758,At sende varer fra en placering udenfor EU til en kunde indenfor EU (gælder kun erhvervssælgere),327,14
3759,"Eksempler på, hvad der er tilladt",327,14
3760,"Salg af varer, der er i din besiddelse",327,14
3761,"Salg af en film, et spil eller musik før den officielle udgivelsesdato i Danmark, så længe det er efter den internationale udgivelsesdato",327,14
3762,Försäljning utanför Tradera - Tradera,328,14
3763,Objekt som säljs på Tradera behöver genomföras på Traderas marknadsplats. Syftet på vår sajt är att sälja och köpa varor.,328,14
3764,När köpet genomförs på Tradera har vi möjlighet att hjälpa till om det uppstår en tvist eller om köpare eller säljare på andra sätt behöver vår hjälp. Dessutom är det ett sätt att uppmuntra våra medlemmar till att följa villkoren i annonsen. Om det finns möjlighet önskar vi att betalning sker med säkra betalsätt. Syftet på Tradera är att sälja och köpa varor och inte att uppmana till försäljning på andra marknadsplatser.,328,14
